Оценка выполненной работы руководителем,Факт выполнения плана (%),Количество часов работы,Число продаж страхований авто,Число продаж страхований имущества,Число дней больничного,Число дней отпуска,Возраст,Стаж работы (лет),Уровень образования,Пол,Отдел,Зарплата,Премия
4.6,27,185,50,29,18,14,57,40,High School,Female,Sales,53144,60800.0
3.3,79,208,39,20,14,0,43,4,Master,Male,Marketing,69527,71300.0
2.6,43,101,15,25,6,2,41,9,High School,Male,HR,77155,56600.0
7.9,45,224,48,9,3,11,61,14,Bachelor,Male,IT,60775,73800.0
8.5,60,164,14,22,4,12,38,2,Master,Male,Sales,46655,62000.0
8.1,64,293,21,27,18,9,44,1,High School,Female,Finance,70572,51900.0
2.0,91,129,40,8,10,24,33,39,High School,Male,Marketing,110088,39300.0
9.0,22,197,7,21,2,13,55,1,High School,Female,IT,37744,46100.0
4.9,56,145,35,16,9,26,53,0,PhD,Female,Finance,74496,41600.0
5.7,25,102,36,9,19,16,31,3,Bachelor,Male,IT,116055,14400.0
8.6,52,145,48,2,3,22,20,9,Bachelor,Female,HR,103656,55800.0
9.9,48,131,31,14,16,27,54,22,High School,Male,Marketing,83678,27200.0
5.4,44,222,3,10,0,16,44,9,Master,Male,Finance,56548,26000.0
1.9,63,292,31,6,11,5,35,22,High School,Male,Marketing,116184,35700.0
4.8,19,83,47,3,20,12,63,15,PhD,Female,Sales,73362,14800.0
7.2,78,196,21,3,12,8,58,8,Bachelor,Female,Finance,49462,31300.0
9.7,30,85,5,2,9,11,61,11,Master,Female,IT,34843,10000.0
4.3,40,220,46,15,19,26,36,19,Master,Male,Finance,110796,25100.0
7.9,67,254,3,26,11,26,47,12,Bachelor,Male,Marketing,63399,29900.0
4.2,21,241,1,22,10,5,23,29,Bachelor,Male,IT,56658,23700.0
6.8,68,264,29,20,4,13,64,9,Master,Male,HR,106172,72000.0
3.8,76,298,18,25,2,7,47,28,PhD,Male,IT,95561,74900.0
4.0,42,152,10,7,4,0,39,8,Bachelor,Female,IT,96668,33100.0
5.4,75,278,32,21,9,10,44,24,Bachelor,Male,Finance,62493,68800.0
9.0,57,134,17,20,20,25,51,0,Bachelor,Male,IT,74391,17100.0
1.6,50,260,48,1,4,16,23,23,Master,Female,IT,92566,43700.0
4.1,0,273,41,9,6,4,64,25,Master,Female,Finance,46228,46700.0
7.2,84,294,6,19,15,23,62,13,High School,Female,Finance,101900,21100.0
3.1,21,149,13,5,17,15,42,24,Bachelor,Female,Marketing,49449,10000.0
6.9,56,137,23,28,6,17,55,10,Bachelor,Male,Marketing,44370,66600.0
8.3,38,126,19,15,19,5,32,34,Bachelor,Male,Finance,53910,26500.0
3.7,34,206,41,10,19,22,39,1,High School,Male,Sales,47508,13600.0
8.1,65,262,14,25,9,16,25,22,High School,Male,Finance,49684,53200.0
3.6,85,167,23,16,8,14,22,20,Bachelor,Male,Sales,61149,49700.0
7.2,48,255,7,5,15,26,59,5,Bachelor,Female,Marketing,108495,10000.0
4.7,45,232,18,17,5,10,21,40,Bachelor,Male,Marketing,36231,46400.0
9.3,43,156,13,2,1,17,30,13,PhD,Female,Finance,104584,28500.0
7.9,32,159,32,17,8,2,34,28,Bachelor,Female,HR,108629,64900.0
4.6,38,203,5,25,13,21,57,11,Master,Male,Marketing,98416,16100.0
4.5,69,294,42,5,4,0,52,19,High School,Female,Finance,101042,71200.0
4.9,69,169,29,17,15,17,20,15,Master,Male,HR,86619,38000.0
3.4,87,252,9,2,16,8,38,15,High School,Male,Sales,104605,10000.0
5.8,88,291,30,26,9,21,48,34,High School,Female,IT,38933,68000.0
2.9,84,234,18,2,7,15,28,30,PhD,Female,Marketing,51065,23000.0
3.6,4,169,17,13,13,11,24,3,Master,Male,IT,68115,10000.0
9.6,62,276,11,14,12,21,20,22,Bachelor,Male,Marketing,47592,24800.0
4.5,91,82,6,1,19,11,20,30,PhD,Female,Finance,68726,10000.0
4.9,70,144,46,22,7,12,25,33,Master,Female,Marketing,105681,83800.0
3.7,71,294,50,16,7,25,63,12,Master,Male,Marketing,59774,63700.0
2.9,84,215,21,18,18,1,40,22,Master,Female,Finance,31490,42000.0
8.7,96,276,34,24,8,23,63,13,High School,Male,Finance,104540,77200.0
4.3,3,244,9,19,0,21,57,24,High School,Male,Finance,119679,26000.0
7.2,26,146,15,24,3,18,46,5,High School,Female,IT,114321,49200.0
8.1,59,167,48,10,13,26,41,33,High School,Female,Marketing,79475,44900.0
2.5,96,179,30,24,8,20,40,17,High School,Female,Finance,41739,63800.0
2.9,35,117,25,30,2,18,64,4,Master,Female,Finance,53648,64300.0
5.8,54,260,36,23,12,11,63,29,High School,Female,Sales,62388,63300.0
9.5,13,117,40,16,20,14,21,21,High School,Male,IT,75392,32900.0
5.4,87,228,10,22,9,19,62,19,High School,Female,IT,32310,42900.0
6.8,46,84,30,19,6,11,47,20,PhD,Female,IT,40875,62900.0
3.3,26,243,10,18,12,4,20,31,PhD,Female,Finance,66404,23400.0
7.8,6,80,34,20,19,16,62,39,PhD,Male,Finance,31584,27400.0
6.7,79,216,47,9,15,24,40,4,PhD,Male,Finance,76576,43600.0
3.9,35,106,43,2,14,9,38,8,PhD,Male,HR,109069,27300.0
7.6,88,193,19,4,15,22,37,22,PhD,Male,Marketing,75751,14600.0
9.5,68,251,45,1,15,21,38,1,High School,Male,Finance,73258,34900.0
7.6,48,250,41,3,0,22,56,9,Bachelor,Male,IT,92063,53100.0
4.7,51,169,2,3,14,22,23,37,Master,Male,Sales,60094,10000.0
4.7,98,196,47,6,14,7,21,15,Master,Female,HR,71873,59800.0
5.2,7,197,13,7,13,5,35,19,Master,Female,IT,88396,10000.0
4.2,68,111,44,19,1,25,31,6,High School,Male,Marketing,58080,74300.0
4.4,86,271,45,16,2,12,28,6,High School,Female,Sales,85746,87600.0
6.0,21,281,32,14,3,13,48,25,PhD,Female,HR,51295,52300.0
1.3,29,107,28,23,7,24,32,21,High School,Female,IT,33129,35800.0
1.3,0,181,41,11,12,12,50,0,Master,Female,Finance,32337,24100.0
8.7,95,116,6,0,20,13,24,39,PhD,Male,Marketing,64127,10000.0
5.2,48,181,37,16,14,28,34,11,PhD,Female,Sales,68873,29800.0
7.7,21,155,47,11,15,7,24,20,Bachelor,Male,Finance,93531,48200.0
2.4,4,216,31,19,9,18,57,0,PhD,Female,Finance,42869,29500.0
3.8,98,168,22,20,10,17,57,20,PhD,Female,Marketing,44258,52000.0
5.4,23,243,37,22,19,23,51,3,High School,Male,Marketing,67126,26700.0
2.0,55,106,8,19,0,4,64,38,Bachelor,Male,HR,76141,53000.0
9.3,36,136,47,8,18,13,50,6,PhD,Female,Marketing,52617,39400.0
5.0,54,88,13,29,8,28,53,20,High School,Male,Marketing,96278,38700.0
3.5,55,291,37,28,16,0,20,12,PhD,Female,HR,62332,70500.0
4.1,84,152,49,20,19,18,21,10,High School,Male,IT,46986,56400.0
3.7,26,252,37,7,9,5,28,32,Master,Female,Marketing,107768,39700.0
5.3,1,273,12,8,18,2,63,35,High School,Male,Sales,68614,10000.0
7.5,28,187,30,5,17,10,33,23,High School,Female,HR,86283,16900.0
6.4,50,293,10,13,6,2,25,10,PhD,Male,HR,101060,43300.0
9.1,15,210,18,15,7,10,62,40,High School,Male,IT,44469,39200.0
4.0,42,144,10,1,7,27,65,21,Master,Female,Marketing,50208,10000.0
4.6,41,147,46,16,9,15,37,3,Bachelor,Female,Marketing,67132,58500.0
7.0,98,193,41,2,7,26,21,30,High School,Male,HR,40282,47400.0
4.5,13,151,7,5,6,22,34,11,High School,Female,HR,48962,10000.0
2.0,53,126,50,6,11,17,50,5,High School,Male,Marketing,118405,39900.0
8.9,17,290,43,7,2,17,48,40,High School,Female,HR,31006,55400.0
3.4,100,216,47,9,18,9,42,16,PhD,Female,IT,47715,52300.0
5.7,4,221,40,18,1,17,33,0,High School,Male,Sales,66746,60600.0
7.7,27,111,33,18,5,18,23,13,High School,Female,IT,60513,55500.0
4.8,40,242,29,24,2,26,59,13,High School,Female,Sales,119119,56600.0
1.1,45,92,28,18,9,7,49,4,High School,Male,Sales,69181,45700.0
1.6,86,240,45,14,16,19,60,21,Bachelor,Female,Finance,57739,44000.0
2.1,51,297,1,13,13,18,48,40,PhD,Male,Marketing,84193,10000.0
8.3,100,176,34,23,6,3,65,18,Master,Male,HR,84834,100100.0
2.6,10,288,19,0,11,8,32,4,Bachelor,Female,Sales,76833,10000.0
4.3,83,160,20,19,19,1,47,37,High School,Male,HR,84420,43000.0
2.8,73,143,9,5,19,19,57,19,Master,Male,Sales,117718,10000.0
3.5,62,260,8,6,14,19,57,22,PhD,Male,Marketing,46845,10000.0
4.4,6,124,28,24,16,15,49,26,Bachelor,Male,IT,98725,27600.0
1.1,55,130,20,27,0,22,49,28,PhD,Male,IT,45073,57200.0
6.8,62,274,27,5,19,27,48,30,High School,Female,Marketing,93892,10000.0
4.8,21,200,43,27,11,23,56,7,Master,Male,Finance,107802,54400.0
1.9,81,97,40,5,9,13,39,37,Bachelor,Female,Marketing,65241,44600.0
1.4,20,95,3,18,5,0,49,35,Master,Male,Marketing,33385,28800.0
9.6,57,197,10,25,8,23,52,34,High School,Male,Finance,110537,44800.0
1.7,44,194,8,11,12,26,44,37,High School,Female,Finance,55019,10000.0
1.5,44,208,16,27,11,18,55,29,High School,Male,Marketing,42969,32700.0
6.5,80,90,42,6,14,7,26,3,Master,Female,IT,38804,53000.0
2.1,61,190,47,13,14,0,25,10,PhD,Male,Finance,42402,61000.0
8.9,29,256,45,5,5,15,41,9,Bachelor,Female,Marketing,41694,54000.0
8.7,40,291,25,2,12,14,56,24,High School,Female,Finance,39536,19400.0
1.3,74,177,8,27,20,17,34,19,High School,Male,Marketing,119125,16300.0
5.3,45,124,8,24,4,6,57,6,Master,Male,Finance,60770,54100.0
9.8,53,117,40,3,6,6,65,15,PhD,Male,IT,99936,62000.0
10.0,95,211,8,24,16,1,26,0,High School,Female,Sales,49572,59500.0
5.5,22,268,11,16,20,16,32,35,Bachelor,Female,Finance,113648,10000.0
3.0,80,276,27,23,2,14,31,37,Master,Female,IT,36409,73500.0
1.3,26,196,6,8,7,4,26,4,Master,Female,Sales,97005,10400.0
5.1,66,152,31,9,9,6,28,21,Bachelor,Male,Marketing,105669,50500.0
1.4,69,223,43,4,15,23,45,20,Bachelor,Female,Sales,115455,19500.0
2.5,50,191,27,7,16,24,27,40,PhD,Female,Sales,86520,10000.0
8.0,22,241,23,6,15,25,61,33,PhD,Male,HR,61310,10000.0
2.9,36,114,1,9,14,22,46,1,High School,Male,Sales,60587,10000.0
4.4,26,218,5,15,8,9,21,35,PhD,Male,Marketing,116516,19100.0
6.4,95,141,11,24,13,28,41,11,Master,Female,Marketing,105911,34300.0
9.2,38,233,11,20,12,13,53,34,High School,Male,Finance,62645,33800.0
7.0,57,261,22,13,7,16,24,13,High School,Female,IT,105687,42600.0
5.2,73,148,49,26,0,23,21,14,Bachelor,Male,IT,45257,97300.0
3.0,98,247,21,6,7,6,22,27,Master,Male,HR,70076,45400.0
5.1,11,155,22,13,10,9,21,3,PhD,Female,Sales,110020,26000.0
2.1,24,179,44,30,19,21,59,29,PhD,Male,HR,55383,41400.0
2.4,72,165,14,12,12,3,57,2,Bachelor,Male,Sales,79230,31400.0
1.5,60,216,30,4,7,6,32,29,Bachelor,Male,IT,50984,37000.0
9.7,44,195,4,2,5,6,51,0,PhD,Female,IT,118209,23600.0
3.7,20,113,1,20,19,27,63,13,High School,Female,Marketing,69499,10000.0
7.7,99,180,14,4,3,5,31,17,High School,Male,IT,112234,54100.0
8.4,36,202,4,25,18,7,59,26,Master,Female,Sales,36839,26100.0
6.6,86,247,1,18,3,0,29,7,Master,Male,Marketing,89306,61000.0
3.5,16,206,17,22,1,15,65,40,Master,Male,Sales,88032,44800.0
5.1,20,101,41,6,8,1,43,32,PhD,Female,IT,41581,49200.0
5.5,48,120,44,24,4,16,53,18,High School,Female,Sales,114707,81400.0
4.7,98,244,25,23,19,16,56,35,Bachelor,Female,Marketing,62291,44300.0
9.9,67,113,32,10,0,16,41,38,Bachelor,Male,HR,116103,70900.0
2.1,82,213,38,17,17,26,57,40,PhD,Male,Marketing,36030,32300.0
6.4,99,164,34,14,16,26,47,40,Master,Male,Sales,102832,39500.0
4.5,37,109,1,26,11,16,61,30,Master,Male,Finance,86269,22100.0
6.8,65,92,27,19,8,8,43,19,PhD,Female,Marketing,67524,64600.0
1.8,64,214,9,8,9,28,62,12,Master,Male,Sales,113653,10000.0
9.6,14,209,49,5,18,6,43,19,High School,Male,HR,78162,37900.0
1.9,1,165,31,14,14,4,40,11,High School,Female,HR,59401,24100.0
8.1,100,93,16,25,15,28,28,4,PhD,Male,Marketing,34081,41700.0
6.4,28,85,15,17,5,20,25,7,High School,Male,Marketing,114484,31700.0
8.2,10,267,39,14,13,16,60,5,Master,Male,Sales,110756,37400.0
4.5,53,296,18,29,14,9,30,32,Bachelor,Female,HR,76277,49400.0
3.5,51,192,46,6,13,25,47,21,Master,Male,Marketing,117863,26300.0
8.4,24,85,49,20,18,25,53,10,PhD,Male,HR,72972,42000.0
7.8,87,186,48,1,2,21,32,23,Master,Female,Sales,102312,66200.0
9.5,76,186,43,3,13,5,55,10,PhD,Male,HR,51396,58300.0
8.0,7,288,18,27,17,13,32,23,Master,Female,HR,64856,29600.0
3.0,44,162,12,20,13,19,62,1,Bachelor,Female,Sales,75855,16200.0
8.5,25,132,3,0,18,6,24,36,PhD,Male,HR,115215,10000.0
4.6,32,120,43,13,20,24,29,34,High School,Female,Finance,88874,17300.0
8.9,9,96,0,10,1,17,40,33,High School,Female,IT,40974,16500.0
2.7,88,257,17,9,15,24,55,3,Bachelor,Female,Sales,87711,10000.0
4.5,84,111,39,13,18,12,63,5,Bachelor,Male,Sales,57912,44700.0
7.2,14,247,17,27,19,16,21,33,Bachelor,Male,Marketing,87318,22100.0
6.1,59,260,45,20,9,21,56,26,PhD,Female,Marketing,88495,65900.0
9.4,41,163,26,24,19,13,31,18,PhD,Female,HR,54435,42100.0
4.2,28,161,50,16,1,20,29,7,High School,Male,Sales,81761,68800.0
2.2,2,97,36,28,5,7,54,35,High School,Male,Marketing,66991,66000.0
5.8,92,284,41,4,5,17,32,24,High School,Male,Sales,71536,59200.0
6.8,41,287,7,9,9,20,39,17,Master,Male,Marketing,55403,10000.0
3.8,90,167,46,26,19,23,45,15,PhD,Female,Finance,88617,58600.0
9.1,61,299,18,6,17,10,48,14,Bachelor,Female,IT,99024,19500.0
6.8,59,166,29,20,19,13,48,12,Bachelor,Male,IT,104050,39300.0
3.2,91,145,12,21,15,9,27,12,PhD,Male,Finance,108632,38200.0
2.1,99,196,49,3,9,24,36,14,High School,Male,Marketing,78062,45400.0
4.4,10,113,40,27,5,13,65,6,High School,Female,Sales,94575,69300.0
1.1,30,275,30,19,5,10,38,9,Master,Female,Sales,91335,49700.0
2.0,54,111,14,17,0,19,65,7,Master,Male,IT,93951,40700.0
2.5,91,119,0,23,3,14,62,19,PhD,Female,IT,54585,46800.0
1.8,43,94,18,17,6,17,23,5,Bachelor,Male,Finance,56304,31000.0
1.6,31,232,38,24,6,2,24,1,PhD,Female,Marketing,50907,72500.0
6.6,64,278,37,25,13,26,62,18,PhD,Female,IT,55839,54900.0
9.5,84,147,44,15,10,21,37,15,Master,Male,Marketing,72151,69700.0
4.0,46,190,14,8,18,10,51,4,Master,Female,Sales,64634,10000.0
4.8,38,136,25,24,11,4,46,13,High School,Male,Marketing,53702,56000.0
8.0,34,291,27,17,5,3,36,36,Bachelor,Male,IT,89748,65700.0
8.0,50,273,39,29,20,4,29,9,PhD,Male,Finance,41354,69500.0
2.2,46,256,26,7,0,28,31,24,High School,Male,IT,34207,26700.0
1.0,73,112,13,24,5,3,43,40,High School,Female,Sales,82906,59900.0
6.1,52,90,48,13,18,4,53,37,PhD,Female,HR,59407,55300.0
7.3,33,102,24,16,12,28,30,5,High School,Female,Marketing,36139,20500.0
3.6,15,202,42,23,7,1,35,7,PhD,Male,IT,87240,73200.0
9.7,29,162,23,8,20,8,58,15,High School,Female,IT,113836,15100.0
1.4,72,232,6,8,11,28,51,10,Master,Female,Marketing,62067,10000.0
7.4,20,185,20,8,1,1,43,9,PhD,Male,Marketing,111173,49800.0
2.0,75,231,28,25,1,23,42,11,PhD,Female,IT,40088,67000.0
3.4,77,260,13,7,12,1,64,2,PhD,Female,Finance,119017,28400.0
3.0,24,286,5,27,10,26,54,5,High School,Male,Sales,56681,12700.0
7.1,27,154,44,18,2,3,61,23,Master,Female,Sales,107955,86300.0
6.4,52,255,17,24,18,20,65,6,Master,Male,IT,46147,25400.0
2.5,37,106,29,13,4,8,47,28,Bachelor,Female,HR,108192,48600.0
4.5,81,276,28,28,4,8,28,35,PhD,Male,HR,41617,87300.0
9.0,76,135,49,10,12,13,63,22,Bachelor,Male,IT,90099,67800.0
2.0,42,237,43,18,16,18,21,38,High School,Male,Marketing,83146,36600.0
4.3,51,157,34,14,11,7,44,13,High School,Female,Marketing,40495,49900.0
1.4,7,136,44,17,17,18,45,30,Master,Male,IT,56748,22400.0
1.2,86,137,50,4,13,3,41,13,PhD,Male,HR,61030,55200.0
6.6,28,229,10,1,7,23,50,33,High School,Female,HR,107673,10000.0
4.1,97,260,16,27,14,0,22,10,Bachelor,Female,Sales,96220,65800.0
7.1,100,267,23,19,5,0,21,34,Bachelor,Female,HR,111745,85700.0
6.9,11,101,47,27,11,23,39,0,Master,Male,Finance,50027,59600.0
4.3,22,214,28,9,15,7,24,5,PhD,Female,IT,89009,19700.0
1.0,83,287,32,2,20,17,28,7,Master,Female,Marketing,43908,10000.0
5.0,79,85,7,5,5,2,52,14,Master,Female,Sales,60748,36200.0
7.9,75,244,1,28,13,26,26,21,Bachelor,Female,Sales,78037,29300.0
6.2,91,170,45,6,2,8,27,15,Master,Female,Sales,109472,81700.0
9.9,71,185,13,6,14,28,63,1,Bachelor,Female,Finance,88785,10000.0
7.8,29,114,32,23,4,0,32,25,High School,Male,Marketing,47740,82800.0
3.9,70,87,30,19,7,20,63,11,High School,Female,Marketing,99675,53300.0
5.1,33,183,8,16,2,12,47,24,Master,Male,HR,41468,36100.0
3.0,2,115,44,29,1,7,64,22,Master,Male,IT,48447,85100.0
6.1,75,134,16,0,4,6,37,26,High School,Male,HR,40458,36700.0
1.9,54,155,12,7,7,11,36,7,Master,Male,Marketing,61078,17500.0
1.9,71,166,6,15,4,24,35,29,High School,Female,IT,85258,21600.0
7.3,77,266,27,21,16,7,58,34,PhD,Male,Finance,84280,57200.0
2.4,4,125,8,25,6,26,51,33,PhD,Male,Sales,39139,13500.0
6.2,61,284,20,5,13,12,22,16,High School,Female,Finance,79174,20200.0
2.8,56,91,11,17,7,20,47,9,Master,Female,Finance,94561,24900.0
4.3,11,106,32,25,0,9,38,23,High School,Male,HR,72759,72400.0
6.5,63,228,31,7,20,10,39,39,PhD,Male,Marketing,34051,23400.0
6.3,22,260,41,1,8,9,55,10,Bachelor,Female,Sales,79381,36700.0
2.4,86,89,20,20,15,4,28,6,PhD,Male,IT,44294,46600.0
8.0,92,238,38,4,19,19,46,8,Bachelor,Female,Marketing,74444,30600.0
4.7,7,158,28,5,10,16,56,35,Master,Female,Sales,105877,11000.0
2.8,32,94,35,6,13,28,22,0,High School,Male,Finance,36006,10000.0
6.8,25,221,48,24,17,21,37,0,Bachelor,Male,Marketing,58801,50100.0
6.9,10,123,42,20,2,4,27,33,High School,Female,Finance,102868,80800.0
1.6,81,257,6,4,7,14,49,34,Master,Female,HR,102314,11500.0
8.7,11,229,20,27,11,5,32,31,PhD,Female,Marketing,86618,54200.0
8.4,43,227,3,21,16,9,32,2,Master,Male,HR,49630,23200.0
1.3,27,85,47,6,20,21,42,19,PhD,Male,Marketing,89556,10000.0
5.6,7,114,27,10,1,26,47,16,Bachelor,Male,Sales,50383,27300.0
3.3,91,144,3,9,2,12,53,34,PhD,Male,IT,73519,34400.0
7.9,44,144,4,23,10,4,36,0,PhD,Male,Marketing,67422,43500.0
2.2,26,275,39,16,2,24,48,12,Bachelor,Male,Marketing,50634,47200.0
9.5,96,224,36,2,19,19,36,23,Master,Male,IT,118635,29800.0
5.8,74,248,40,9,12,28,62,11,High School,Male,Finance,117544,35300.0
3.1,8,195,37,4,18,12,58,9,PhD,Female,Sales,86074,10000.0
6.0,91,252,13,22,6,0,54,38,High School,Female,Finance,85049,73300.0
6.4,34,162,18,25,7,5,37,17,PhD,Male,Sales,61173,59500.0
4.0,96,142,20,27,19,17,44,11,Bachelor,Male,Sales,100169,42300.0
2.6,57,167,31,28,12,16,45,12,Bachelor,Male,Finance,107807,55300.0
4.9,48,190,40,15,8,28,58,32,Master,Male,Marketing,70521,42700.0
9.7,1,100,48,25,18,7,21,8,Bachelor,Male,Sales,90978,62200.0
9.1,56,267,37,9,15,0,58,27,High School,Female,Finance,89763,55500.0
5.4,63,176,37,2,19,12,62,7,High School,Female,Sales,34263,19700.0
6.4,21,288,20,17,7,13,24,40,PhD,Female,Finance,84651,37600.0
7.9,78,263,15,14,17,18,62,11,High School,Female,IT,83166,23200.0
8.5,22,258,10,21,7,24,59,6,Bachelor,Female,Marketing,96961,27100.0
9.8,98,294,40,8,15,24,26,21,PhD,Male,Finance,117416,47000.0
9.4,78,203,2,25,6,20,55,39,High School,Female,Marketing,37710,49700.0
2.0,85,177,9,1,13,21,52,2,High School,Female,Marketing,71917,10000.0
7.2,68,94,14,22,12,28,55,21,Master,Male,Marketing,116009,29800.0
7.8,87,191,42,25,15,20,31,29,High School,Female,HR,86615,71200.0
6.5,45,194,14,10,10,19,46,27,PhD,Female,IT,99676,16500.0
4.3,21,188,5,10,14,27,52,14,PhD,Female,IT,30081,10000.0
8.7,26,98,50,3,18,10,59,6,PhD,Female,Marketing,99653,33700.0
9.4,98,190,42,2,15,13,60,27,PhD,Female,Finance,96334,50200.0
3.4,37,125,17,12,17,26,42,2,Master,Female,Marketing,37506,10000.0
1.9,3,224,43,29,3,25,38,20,High School,Female,Sales,49018,60200.0
6.5,30,88,49,18,15,9,29,7,High School,Female,Finance,109863,59000.0
9.7,42,227,8,3,4,15,39,19,Master,Female,HR,91410,21500.0
9.0,32,185,39,15,18,25,22,40,PhD,Male,Marketing,32001,28100.0
7.7,76,144,32,1,4,20,63,32,Bachelor,Male,Sales,57296,43700.0
1.4,3,122,9,20,3,23,47,18,High School,Female,HR,98239,13700.0
3.1,3,94,40,22,6,28,49,12,Master,Female,HR,107713,40100.0
3.4,38,166,31,12,0,13,27,16,High School,Female,Marketing,109054,54200.0
9.3,56,136,25,29,8,17,20,15,High School,Female,Sales,39283,70900.0
9.4,64,233,28,8,0,0,22,8,High School,Female,HR,102704,78000.0
8.9,76,254,33,27,16,26,47,16,PhD,Male,Finance,87122,56100.0
7.7,2,186,14,25,0,7,54,26,PhD,Female,Finance,47914,60500.0
9.1,5,122,39,2,4,22,57,0,PhD,Male,Marketing,118425,31700.0
3.7,84,221,35,22,19,25,24,1,Master,Male,Finance,79998,37600.0
6.6,57,180,34,6,7,13,35,37,Bachelor,Female,Marketing,71426,46300.0
4.5,24,175,31,25,3,11,35,35,High School,Female,IT,81754,67700.0
4.4,5,237,20,15,5,15,28,37,High School,Male,HR,63962,27800.0
2.9,66,185,10,23,1,17,37,18,Master,Female,Sales,86094,51100.0
2.9,41,276,46,12,16,26,28,25,High School,Female,Sales,32909,24100.0
9.4,44,126,0,30,13,0,55,37,Bachelor,Male,IT,65807,51000.0
3.9,13,248,8,1,1,14,28,13,Bachelor,Female,Sales,48726,10000.0
3.3,2,155,2,30,6,0,61,9,Master,Female,HR,86593,42200.0
2.7,53,207,25,1,5,16,48,9,Master,Male,Finance,66380,21800.0
3.9,32,162,6,4,1,12,56,13,PhD,Female,IT,47309,15400.0
6.4,56,99,4,15,1,1,61,3,PhD,Female,Marketing,74872,53100.0
6.2,69,222,34,5,5,15,53,29,High School,Male,Finance,32825,49600.0
2.5,44,90,33,25,16,9,58,33,Master,Female,Finance,55031,47700.0
7.5,94,106,28,19,2,17,43,20,PhD,Female,HR,101022,78700.0
4.2,14,250,37,9,20,6,26,21,Master,Male,Finance,97037,17100.0
4.5,98,222,49,17,6,4,20,15,Master,Female,Finance,101045,96900.0
6.4,57,262,50,2,2,18,28,28,Master,Male,Sales,39410,60900.0
7.7,78,264,37,18,6,10,54,28,PhD,Male,IT,85290,80800.0
4.7,90,136,37,15,6,0,52,29,Bachelor,Female,Sales,107753,83900.0
7.9,18,275,22,30,13,17,31,18,PhD,Male,Sales,93779,45200.0
9.4,87,202,1,16,14,28,38,14,Bachelor,Female,IT,108090,13900.0
3.7,1,140,32,24,14,14,61,0,PhD,Female,IT,84746,33700.0
1.5,65,226,17,9,4,3,63,35,PhD,Female,Finance,115926,42000.0
1.5,72,89,35,3,5,17,56,13,PhD,Female,Marketing,114239,37100.0
2.1,96,236,1,28,19,10,30,31,Master,Female,HR,61596,28000.0
9.1,47,215,22,11,7,6,63,16,High School,Female,Marketing,55368,50800.0
6.1,49,299,28,9,12,17,61,28,Master,Female,Finance,97103,27400.0
5.3,70,86,3,6,10,25,38,10,High School,Female,Finance,40015,10000.0
1.7,89,269,46,19,13,23,32,6,PhD,Female,Finance,112411,55600.0
9.2,70,273,3,13,1,7,60,13,Bachelor,Male,HR,105239,52900.0
3.4,75,205,41,9,20,10,22,2,Bachelor,Male,Sales,83427,33800.0
3.2,55,149,34,0,6,9,65,37,High School,Female,IT,39746,35900.0
8.0,92,246,26,4,2,28,38,37,Master,Female,Sales,114086,43600.0
3.8,94,166,30,2,19,12,58,5,High School,Male,IT,53598,18800.0
3.7,1,97,46,29,4,19,47,34,Bachelor,Male,IT,70585,70200.0
9.8,59,191,24,6,8,20,36,28,Bachelor,Male,Sales,76037,34300.0
6.0,36,229,20,11,0,0,36,2,Bachelor,Female,HR,78585,59300.0
3.6,96,180,25,30,20,8,28,36,Master,Male,HR,84834,58000.0
4.9,64,278,10,20,4,5,54,13,PhD,Female,Sales,76390,56000.0
7.7,70,128,32,3,3,26,53,40,High School,Male,Finance,69540,40900.0
6.7,70,139,1,30,8,8,63,16,PhD,Female,Sales,110493,56400.0
1.1,38,259,9,25,17,9,40,33,Bachelor,Female,IT,35637,17100.0
2.9,84,150,4,10,6,15,59,39,Bachelor,Male,IT,61558,23000.0
9.5,68,171,42,11,17,11,26,4,PhD,Male,Finance,50329,52900.0
9.3,2,115,21,12,4,22,34,38,PhD,Female,Finance,113914,28200.0
4.7,57,253,26,17,2,5,41,12,Bachelor,Female,Finance,38664,69000.0
2.5,89,264,7,7,4,16,57,7,PhD,Female,Sales,63603,25200.0
6.5,71,114,41,15,5,0,37,7,Master,Male,HR,84867,87800.0
7.7,64,201,5,29,5,15,24,15,PhD,Male,Finance,75881,58100.0
9.8,74,168,47,28,6,22,45,20,High School,Female,Marketing,30311,96800.0
1.9,31,293,47,24,7,21,47,22,High School,Female,Marketing,107194,61100.0
3.0,78,274,3,2,9,27,39,35,PhD,Female,IT,95339,10000.0
9.4,74,96,37,20,12,13,52,39,High School,Male,IT,108177,71000.0
6.0,49,243,4,7,19,11,47,10,Master,Male,Sales,108340,10000.0
6.2,41,175,25,26,19,9,26,12,High School,Male,Finance,56466,41700.0
4.2,29,96,30,2,15,11,65,20,Bachelor,Female,Sales,107775,10000.0
8.3,90,96,24,8,6,2,64,1,Bachelor,Male,Marketing,70143,65600.0
2.1,30,220,50,6,16,5,28,37,High School,Male,Sales,76005,35200.0
2.8,18,103,28,24,10,20,43,1,Master,Female,Finance,85102,35000.0
2.4,49,136,39,21,17,14,54,14,Bachelor,Male,Marketing,33331,42000.0
5.7,99,108,4,2,12,12,26,9,PhD,Male,Finance,102235,12100.0
