Оценка выполненной работы руководителем,Факт выполнения плана (%),Количество часов работы,Число продаж страхований авто,Число продаж страхований имущества,Число дней больничного,Число дней отпуска,Премия
7.7,28,126,49,10,15,6,51800.0
5.7,12,100,5,27,1,0,58500.0
9.5,61,225,9,21,16,26,19800.0
4.9,90,106,29,12,10,20,43800.0
5.3,23,203,20,10,0,25,27500.0
9.3,91,190,12,21,17,9,46400.0
2.1,32,123,25,18,7,15,36800.0
5.9,84,248,20,5,5,1,53500.0
3.4,40,90,17,4,5,4,27800.0
4.6,7,155,6,23,13,24,10000.0
5.4,9,82,10,12,0,1,40500.0
1.1,91,170,39,2,8,8,47500.0
9.2,14,271,38,16,20,1,43600.0
9.1,32,165,20,6,4,15,33800.0
1.2,59,286,30,2,5,24,19100.0
9.2,9,201,15,28,19,7,33100.0
1.0,93,114,16,21,13,10,41400.0
8.7,75,124,9,7,9,6,35400.0
9.4,100,280,25,23,17,18,56300.0
6.8,19,201,22,3,16,7,10000.0
1.4,90,263,37,9,16,0,48300.0
7.7,74,151,1,7,17,24,10000.0
9.0,68,178,10,6,2,23,30400.0
8.7,84,226,27,21,6,9,80100.0
8.5,34,258,30,1,13,18,14700.0
7.2,92,90,27,5,3,22,48500.0
3.3,35,159,27,1,15,7,10000.0
6.0,57,114,35,13,10,1,62600.0
1.7,42,253,49,29,20,22,46500.0
4.7,13,186,33,15,5,6,52800.0
3.5,42,180,31,13,12,27,19100.0
6.8,99,243,38,30,18,16,74300.0
4.9,69,294,44,28,18,26,54500.0
9.7,32,170,11,18,6,23,32000.0
8.6,77,236,36,6,12,12,49300.0
8.4,62,227,1,29,14,25,26900.0
3.3,93,181,49,11,7,6,80000.0
7.4,24,84,13,1,0,20,16500.0
6.5,62,266,24,16,14,28,23600.0
2.4,65,89,16,0,5,27,10000.0
5.1,65,268,49,3,17,13,36200.0
2.4,94,118,22,3,14,5,26500.0
7.3,54,198,7,30,14,19,35800.0
8.9,87,191,41,24,15,12,78900.0
7.0,0,286,21,24,4,2,61000.0
9.5,47,269,30,7,3,4,63600.0
6.0,69,100,48,2,7,23,46700.0
7.2,39,119,40,21,7,27,56600.0
3.1,33,154,3,17,14,25,10000.0
8.1,95,248,26,28,18,21,55700.0
9.9,13,126,25,16,7,14,44700.0
2.8,92,245,6,25,19,5,33700.0
3.7,2,81,43,24,0,9,78000.0
8.4,13,294,36,2,17,9,16700.0
1.8,8,261,39,17,16,28,10500.0
5.5,41,285,11,11,7,12,24800.0
3.0,14,203,41,6,5,2,48200.0
6.6,52,147,4,1,3,4,24300.0
5.2,3,200,33,6,10,16,17300.0
1.4,58,257,21,17,6,28,26700.0
7.8,54,300,14,6,0,2,52800.0
4.2,14,139,20,4,14,28,10000.0
5.1,55,294,16,21,17,3,37200.0
6.0,74,134,27,8,16,3,38200.0
1.9,41,154,21,3,6,21,10000.0
5.4,16,235,12,23,1,23,37100.0
8.4,57,110,5,22,20,0,31900.0
8.5,92,274,23,15,15,11,49100.0
4.1,11,232,4,14,8,3,17500.0
7.0,90,283,17,17,18,2,45500.0
3.5,1,179,49,16,11,5,53300.0
3.3,82,174,34,17,18,19,35700.0
9.5,26,140,2,29,16,4,36300.0
4.5,66,163,4,27,12,20,29300.0
4.7,32,104,36,5,0,8,54500.0
7.3,9,160,22,16,7,3,46300.0
4.0,12,266,27,5,1,14,30100.0
6.3,64,213,2,26,11,20,30800.0
3.7,14,237,19,17,20,8,10000.0
9.0,50,198,12,22,0,6,72000.0
3.3,48,137,27,12,3,10,50000.0
6.9,33,282,13,1,18,0,10000.0
1.2,1,127,25,6,9,11,10000.0
8.7,27,250,21,3,2,1,46000.0
8.7,6,142,11,30,13,24,25200.0
6.3,70,218,25,8,17,7,29600.0
2.5,39,165,45,29,16,6,67200.0
4.8,93,123,25,12,9,20,42500.0
5.8,28,247,32,27,12,3,65500.0
7.5,4,290,47,19,11,11,58700.0
6.3,16,178,38,7,2,22,39900.0
2.8,89,141,27,21,1,19,69800.0
1.0,58,265,44,18,10,11,59400.0
9.0,91,169,11,7,5,8,48800.0
2.8,79,127,37,6,14,11,36300.0
7.4,61,295,37,22,1,26,75100.0
2.4,42,119,27,19,4,9,55900.0
9.0,42,142,26,13,14,20,28100.0
5.2,17,118,5,14,15,8,10000.0
4.3,9,289,10,27,17,20,10000.0
1.5,67,284,49,13,9,25,48600.0
8.4,81,94,6,9,10,10,30600.0
5.0,50,174,18,7,10,19,14500.0
8.3,75,195,46,9,9,11,69600.0
6.5,73,168,21,3,2,3,53400.0
5.4,2,198,22,25,2,0,66900.0
6.2,49,176,15,22,10,19,36100.0
8.9,67,185,7,3,17,0,15400.0
7.1,94,112,12,14,16,26,17400.0
3.9,10,178,35,8,16,28,10000.0
4.3,1,147,31,18,11,23,21900.0
6.7,91,236,26,0,8,11,39700.0
8.6,73,132,38,2,1,27,51100.0
7.7,3,154,35,2,1,9,43300.0
7.5,65,184,11,4,11,0,29500.0
1.6,15,232,1,22,11,11,10000.0
4.5,97,120,6,13,11,10,31600.0
9.7,99,294,31,3,19,26,20600.0
7.0,54,147,21,2,12,0,30200.0
5.9,89,105,23,14,7,8,60500.0
5.3,66,234,38,5,12,26,25900.0
5.2,15,300,0,20,5,5,29900.0
2.6,14,102,17,18,18,19,10000.0
4.8,52,239,41,23,1,12,86700.0
7.9,54,268,18,24,11,14,50000.0
1.7,92,293,49,17,2,27,74500.0
6.5,49,178,18,6,6,14,28700.0
8.1,79,246,32,26,14,2,80900.0
9.2,54,81,48,10,2,17,76600.0
8.2,69,265,7,13,15,23,10600.0
8.3,64,96,26,24,13,17,54800.0
6.7,76,145,50,19,17,20,60700.0
2.6,22,237,14,15,18,6,10000.0
7.8,16,280,6,7,11,27,10000.0
2.7,40,279,14,28,5,6,57400.0
9.2,46,149,48,29,19,14,71700.0
5.6,84,91,22,22,7,28,49400.0
5.9,31,242,29,22,19,8,37100.0
1.8,18,291,5,20,16,27,10000.0
8.0,20,275,43,25,6,21,69500.0
7.2,12,285,24,7,20,7,10000.0
7.3,91,80,10,20,6,28,41900.0
1.4,4,94,48,9,14,25,12500.0
8.5,21,148,25,15,15,9,31800.0
7.5,82,171,36,8,5,2,75600.0
9.4,63,85,5,5,17,25,10000.0
9.9,46,187,3,24,18,13,23600.0
7.9,42,126,48,25,13,19,68900.0
3.9,87,154,40,25,16,7,72400.0
7.7,90,260,26,30,20,10,63400.0
5.7,31,129,34,0,15,5,19700.0
3.7,56,165,31,3,14,21,10700.0
4.3,64,112,9,8,1,12,34800.0
7.5,60,179,36,21,1,21,77500.0
7.3,81,148,21,26,13,8,64900.0
3.9,84,155,19,29,12,12,59500.0
4.5,33,218,30,16,19,15,19900.0
7.0,53,89,1,5,5,25,10000.0
4.4,36,183,11,0,1,13,15600.0
4.2,64,187,8,8,8,24,10000.0
3.7,53,128,17,21,19,21,12800.0
3.1,71,267,11,25,0,25,51000.0
7.7,38,80,12,22,12,7,40800.0
8.1,55,87,15,5,12,1,30200.0
4.8,85,136,20,27,18,21,38600.0
3.0,47,163,49,12,4,12,67100.0
4.8,15,171,31,0,20,2,10000.0
5.3,0,288,42,15,16,22,21100.0
5.0,82,165,30,11,11,0,59100.0
2.4,96,184,10,3,6,25,11100.0
4.1,69,84,28,29,4,3,89400.0
8.4,25,201,48,21,9,26,59800.0
4.9,17,93,20,21,13,14,26400.0
9.1,1,234,20,8,10,11,19500.0
7.6,47,208,12,24,19,26,13300.0
6.0,17,220,20,26,13,2,48100.0
3.9,40,104,47,22,3,10,83800.0
6.4,73,267,11,29,1,20,67200.0
10.0,46,200,13,21,15,28,20300.0
2.9,21,104,10,4,15,14,10000.0
2.4,41,115,50,21,12,27,47600.0
7.2,99,231,8,23,0,18,68600.0
5.9,37,300,40,8,4,12,54900.0
9.3,16,277,49,15,0,28,66900.0
6.1,56,294,15,12,9,15,29000.0
7.4,40,171,27,9,4,12,47300.0
1.6,4,205,39,15,18,3,26900.0
5.8,25,283,29,4,12,12,18100.0
5.0,15,198,44,5,19,15,13000.0
1.1,62,217,38,28,6,0,88800.0
6.5,67,273,9,23,15,0,46600.0
2.3,76,293,21,1,13,5,18900.0
8.3,73,106,42,12,7,25,59500.0
8.2,85,129,35,26,3,0,109900.0
3.2,100,175,44,11,11,10,64900.0
6.7,94,273,4,30,18,3,51600.0
9.8,97,107,26,20,15,21,53700.0
9.5,19,169,27,23,13,18,42200.0
7.0,74,125,42,6,10,4,63200.0
9.2,92,202,12,17,6,11,60500.0
10.0,19,160,27,20,3,20,56700.0
8.9,75,220,40,15,13,3,73800.0
3.6,4,200,1,0,12,4,10000.0
7.8,85,285,26,17,16,19,41600.0
8.3,97,178,7,28,17,18,42700.0
1.3,38,266,31,30,16,25,33000.0
5.4,13,97,9,1,12,20,10000.0
5.2,20,244,41,28,11,0,77400.0
9.4,80,249,14,1,19,16,10000.0
3.9,72,151,46,23,6,4,93900.0
5.4,2,275,34,19,8,12,45900.0
2.6,21,234,22,15,14,26,10000.0
7.7,15,122,40,15,17,11,37400.0
1.7,38,240,13,3,6,23,10000.0
8.2,54,263,30,0,0,15,47600.0
2.9,41,267,31,24,6,13,60100.0
9.2,63,196,18,29,2,17,77800.0
3.7,15,254,6,6,1,3,21900.0
6.4,15,105,27,3,4,12,28800.0
4.7,89,245,23,21,11,23,45600.0
5.0,73,246,28,13,12,12,43400.0
5.9,19,215,37,27,19,15,42000.0
4.9,87,97,0,25,2,6,63400.0
4.0,16,299,31,22,2,18,54800.0
6.2,29,180,18,16,14,26,10000.0
9.3,75,190,13,26,12,12,57100.0
7.2,54,152,14,26,19,28,17600.0
9.8,29,141,39,19,11,16,57800.0
4.5,44,287,46,24,10,21,63200.0
2.7,67,194,18,29,7,3,70000.0
4.7,60,297,8,15,18,13,10000.0
5.0,73,117,46,30,2,8,110900.0
9.4,34,116,34,8,10,4,51000.0
2.6,13,183,14,3,20,23,10000.0
2.0,40,275,40,2,1,27,30000.0
3.0,81,248,9,19,8,5,46800.0
2.2,19,185,19,12,5,9,28100.0
2.5,6,250,23,1,17,26,10000.0
6.4,38,139,23,24,18,12,35200.0
7.4,77,272,23,12,12,3,51900.0
9.3,49,202,18,22,13,21,37300.0
6.9,31,168,24,9,12,26,10600.0
6.3,82,158,31,8,6,9,59200.0
5.0,69,195,2,21,13,16,22200.0
7.2,60,242,28,3,4,10,46900.0
6.5,27,259,6,21,15,9,19600.0
8.5,60,211,11,12,2,17,43000.0
7.5,29,264,9,16,12,27,10000.0
7.7,50,159,20,16,18,12,26400.0
5.9,52,296,3,24,15,20,16400.0
5.7,68,198,29,19,18,22,31300.0
1.6,51,164,18,16,20,9,11500.0
8.5,14,240,6,15,20,1,10000.0
4.2,72,236,40,8,20,19,23000.0
9.7,84,172,45,2,18,8,48600.0
2.7,51,95,29,9,6,12,39200.0
9.8,11,232,3,9,13,1,12400.0
7.7,14,205,43,10,5,15,52600.0
1.5,71,280,44,4,6,1,61300.0
3.8,68,85,1,24,4,0,57000.0
9.6,37,90,29,22,8,24,52300.0
1.1,86,280,21,18,6,19,45000.0
5.4,44,205,12,25,7,26,33500.0
2.1,62,260,31,14,20,2,32800.0
6.2,93,89,8,10,17,2,27300.0
8.0,33,187,34,17,20,22,23400.0
7.6,59,260,49,5,20,23,26400.0
7.5,60,97,48,9,19,11,45500.0
3.1,82,179,27,5,15,15,20300.0
6.6,19,104,3,30,2,22,40900.0
9.1,97,141,49,22,5,0,119300.0
8.6,55,228,22,2,9,28,12700.0
5.6,79,134,34,11,4,0,77400.0
1.6,3,211,29,23,6,6,49600.0
3.3,31,195,22,24,7,13,46900.0
1.9,25,131,49,13,0,22,57800.0
9.2,43,196,23,28,16,28,36300.0
9.9,35,157,34,17,11,25,42800.0
5.8,55,289,14,22,16,14,29100.0
5.5,90,233,2,26,18,5,38000.0
6.4,38,153,22,15,18,14,18700.0
3.5,4,149,11,6,11,18,10000.0
3.3,87,201,47,20,12,15,70700.0
2.0,100,145,36,8,8,13,53000.0
5.3,37,262,37,18,2,19,62700.0
1.4,54,258,2,18,13,21,10000.0
1.4,40,208,10,1,12,16,10000.0
5.9,76,252,44,2,8,12,53600.0
5.0,92,250,41,21,19,25,47100.0
4.4,48,220,42,5,7,18,40700.0
8.6,42,147,8,0,19,2,10000.0
1.7,82,100,49,10,0,27,65000.0
2.0,76,177,35,28,18,5,62800.0
8.5,92,202,29,0,15,21,22600.0
5.1,4,274,40,24,10,7,60400.0
9.3,70,284,22,2,3,13,45600.0
9.8,25,98,36,5,17,14,22600.0
4.3,51,170,50,20,15,17,56900.0
3.6,91,264,17,0,3,18,27500.0
9.4,80,111,23,21,10,6,71300.0
4.4,92,287,30,1,15,11,26900.0
3.9,67,84,43,28,20,17,55900.0
5.6,33,256,21,30,17,13,40100.0
5.5,73,296,44,7,17,25,28400.0
1.3,36,85,31,10,5,10,39400.0
7.5,52,141,7,12,3,5,44600.0
1.6,38,209,7,18,17,5,10000.0
9.7,94,125,17,27,20,13,52100.0
8.4,55,160,39,27,15,3,79800.0
2.8,4,214,47,13,15,16,27300.0
7.3,12,288,19,19,1,6,57700.0
8.8,55,155,30,1,14,19,18600.0
2.9,68,223,5,17,12,26,10000.0
6.2,41,192,22,17,0,5,67200.0
5.0,24,107,18,3,0,22,17700.0
9.6,17,81,35,20,11,10,57300.0
1.0,6,240,37,4,13,26,10000.0
3.6,37,269,32,12,9,0,50300.0
9.3,50,200,47,22,2,16,93600.0
9.2,50,189,49,23,4,21,87900.0
2.6,81,151,45,5,7,25,43000.0
8.3,4,267,16,9,0,3,44300.0
9.8,8,234,22,13,6,11,40500.0
2.5,7,214,23,27,7,2,54600.0
7.8,35,277,33,0,4,25,26100.0
1.3,89,166,3,10,0,20,27300.0
1.8,32,115,34,10,6,12,38200.0
1.7,10,286,20,15,2,4,40900.0
3.2,82,227,8,1,9,20,10000.0
5.0,58,197,5,3,12,2,10900.0
5.5,39,264,32,11,0,23,48200.0
7.8,57,241,18,26,18,4,49700.0
8.2,8,181,39,24,7,2,77800.0
4.9,98,207,31,11,8,15,55700.0
6.2,95,238,6,10,3,23,32900.0
5.6,35,141,34,21,13,26,35200.0
10.0,16,196,0,8,15,5,10000.0
8.2,45,287,13,20,12,18,30900.0
4.4,51,149,27,0,7,1,36100.0
5.6,5,239,26,28,19,19,23700.0
1.0,28,149,42,18,3,7,66400.0
8.6,83,199,27,6,11,23,33100.0
4.5,33,293,48,4,3,22,44900.0
1.7,57,224,15,7,16,16,10000.0
3.5,18,105,22,2,5,18,10000.0
1.8,29,280,21,7,2,4,35800.0
8.3,98,161,16,22,17,22,39000.0
7.0,100,182,40,0,19,9,37000.0
1.8,10,190,6,8,4,16,10000.0
6.9,67,255,46,1,13,12,43400.0
5.2,39,272,19,21,6,24,36600.0
7.6,69,283,0,10,19,7,10000.0
6.4,35,145,42,4,10,0,51300.0
8.5,44,300,0,4,11,27,10000.0
9.6,70,165,43,20,5,18,85200.0
1.3,81,215,6,21,3,28,30400.0
2.6,17,159,36,19,1,25,47800.0
5.8,2,99,1,6,13,26,10000.0
6.4,26,147,13,28,16,18,25600.0
4.8,0,242,26,23,9,19,33100.0
4.1,79,89,19,15,16,23,18400.0
7.4,40,227,7,22,13,14,26800.0
4.4,2,274,15,23,19,6,14900.0
8.8,53,154,45,17,0,16,88000.0
5.9,23,234,40,9,14,4,40200.0
3.8,37,278,27,10,19,16,10000.0
2.3,74,273,19,8,6,22,23800.0
6.8,25,80,19,30,20,7,38100.0
8.4,95,171,17,20,10,10,62300.0
7.4,99,162,32,16,16,14,54500.0
9.5,66,281,11,21,16,9,40300.0
5.7,79,194,3,13,14,4,25600.0
1.6,19,122,23,1,18,0,10000.0
3.4,25,115,39,16,6,5,60300.0
2.1,31,144,12,5,15,20,10000.0
2.7,58,265,19,11,20,25,10000.0
8.7,31,245,45,24,1,5,100700.0
9.3,62,232,3,19,17,12,22700.0
5.7,2,114,8,2,2,23,10000.0
7.6,80,292,18,7,1,3,62700.0
9.7,64,210,15,28,13,20,49600.0
6.1,2,252,46,30,0,8,95800.0
5.5,47,297,18,13,0,3,59600.0
1.1,68,259,50,27,0,18,95100.0
7.7,86,126,31,16,12,6,66200.0
3.5,51,145,43,1,0,26,40800.0
2.1,48,281,22,22,0,8,65600.0
10.0,52,292,46,2,0,24,60600.0
4.0,50,299,35,17,6,7,64500.0
7.1,60,227,21,0,16,13,10000.0
8.0,35,122,18,26,8,13,54500.0
6.0,39,231,8,20,14,12,21700.0
4.3,62,89,5,1,15,11,10000.0
3.9,94,271,34,7,19,14,28500.0
8.0,35,199,5,1,8,7,10000.0
9.1,98,162,28,7,16,14,40100.0
8.7,19,238,2,9,0,28,10600.0
5.4,82,117,6,24,16,7,38400.0
4.1,76,108,17,11,2,15,45500.0
2.2,91,252,24,5,1,11,50200.0
3.5,55,267,16,27,0,21,59000.0
1.5,63,243,16,9,3,28,17400.0
4.0,90,113,19,10,12,21,24000.0
8.6,65,222,19,18,5,6,66700.0
7.0,90,105,8,19,14,24,25500.0
7.0,44,158,48,2,13,7,45200.0
9.1,39,228,25,19,11,27,34400.0
1.1,53,99,10,4,15,27,10000.0
1.5,46,232,10,22,11,12,25800.0
7.7,58,282,45,8,20,27,22800.0
9.2,86,126,39,29,13,8,92700.0
2.9,59,96,21,22,18,14,27500.0
6.9,22,242,20,13,2,7,48900.0
4.3,59,259,30,19,12,17,43800.0
3.9,80,139,41,10,5,26,51800.0
4.5,32,146,39,14,4,9,61600.0
5.0,84,81,34,20,16,21,46200.0
9.1,1,279,13,11,2,26,18000.0
4.2,50,236,39,9,19,8,29900.0
4.3,28,233,49,23,14,18,54500.0
5.7,20,186,48,4,8,18,37400.0
9.9,99,252,11,28,15,20,52500.0
8.9,40,164,19,3,3,22,25300.0
5.7,50,93,29,3,7,14,31900.0
5.2,60,220,5,25,20,18,12900.0
1.4,58,82,16,25,5,10,53700.0
3.5,53,251,42,5,13,11,35400.0
6.6,59,147,40,12,20,20,28900.0
6.1,70,271,2,8,11,10,15200.0
7.2,98,204,44,16,17,15,62800.0
9.6,27,175,20,28,8,28,45300.0
6.5,37,287,16,3,5,28,10000.0
7.7,26,197,34,20,0,24,63200.0
3.6,4,205,50,22,2,0,87400.0
5.8,88,210,1,2,10,16,10000.0
8.9,21,297,2,0,4,2,16100.0
3.4,63,201,40,11,2,6,72200.0
4.1,80,175,18,9,2,12,47700.0
1.8,39,226,29,20,8,14,44300.0
4.8,75,186,47,28,16,20,69100.0
4.5,91,265,18,23,13,12,50800.0
3.2,50,161,9,29,19,5,30900.0
6.2,0,186,10,11,0,17,21900.0
8.8,74,155,50,17,20,2,73300.0
2.2,75,90,23,13,12,5,40400.0
4.1,91,206,18,30,10,21,57500.0
9.4,92,233,27,12,9,4,69400.0
9.0,16,274,29,0,20,17,10000.0
9.8,30,123,8,11,20,19,10000.0
3.1,17,228,47,14,15,19,30300.0
10.0,97,241,39,1,20,17,32600.0
3.5,78,191,38,28,13,12,72400.0
3.6,27,131,45,0,9,20,22300.0
1.2,32,292,38,19,13,13,39500.0
3.8,6,107,8,5,17,5,10000.0
2.6,55,126,16,21,11,11,36200.0
3.4,95,114,23,28,7,24,62300.0
3.3,33,159,47,0,19,20,10000.0
6.9,66,206,17,11,2,24,39100.0
7.6,40,169,28,13,17,20,20700.0
2.8,81,234,6,13,11,0,33400.0
1.8,87,215,27,27,5,11,76200.0
2.6,22,186,17,0,16,19,10000.0
5.0,14,199,3,8,12,13,10000.0
2.0,74,237,22,10,8,11,36200.0
8.2,87,160,34,12,2,5,85500.0
2.2,8,221,13,26,18,15,10000.0
5.1,12,80,11,16,17,9,10000.0
4.6,85,116,47,17,9,21,68200.0
9.2,96,266,20,26,8,25,65200.0
1.7,81,106,15,7,11,8,23200.0
1.0,93,256,42,9,10,15,50400.0
4.8,14,158,10,30,17,22,12800.0
3.1,58,246,2,14,19,16,10000.0
6.2,42,144,44,22,13,5,71000.0
3.3,55,156,48,6,5,16,54100.0
6.5,88,83,7,24,0,18,64400.0
5.0,100,143,17,6,16,11,23000.0
4.7,33,174,14,24,0,22,47300.0
3.3,43,245,25,1,6,16,18000.0
6.1,46,166,41,28,4,28,73000.0
3.4,74,172,48,17,14,25,49500.0
5.1,81,293,25,15,13,13,43000.0
6.9,90,290,32,25,19,24,48300.0
6.7,39,81,18,1,12,21,10000.0
3.5,22,190,25,4,1,26,16600.0
6.4,89,135,35,27,9,1,96000.0
1.1,42,88,33,19,19,0,38300.0
2.0,51,176,45,1,10,28,17800.0
7.5,59,100,33,15,14,9,51200.0
7.0,97,296,37,2,17,9,40100.0
7.5,2,253,0,8,1,26,10000.0
3.0,18,253,26,24,4,17,48400.0
2.2,77,279,25,21,12,14,46000.0
4.3,69,86,8,20,5,20,37300.0
7.0,43,127,0,9,4,20,12400.0
3.8,73,157,38,24,11,19,62500.0
8.6,21,215,27,27,0,28,63000.0
3.3,4,94,20,29,8,9,46300.0
3.4,35,190,8,12,16,0,11300.0
4.5,24,117,31,20,18,7,34200.0
5.8,25,87,49,6,8,7,54100.0
8.9,32,184,13,3,0,17,27900.0
9.2,22,107,12,26,10,4,52000.0
6.1,86,246,24,15,15,8,46500.0
9.3,89,226,18,11,15,5,44800.0
2.2,4,195,8,21,20,1,10000.0
4.1,12,250,4,29,19,21,10000.0
4.2,79,146,12,9,0,0,57600.0
6.2,62,137,37,25,17,21,50500.0
6.6,80,243,19,20,7,16,56200.0
5.7,77,228,38,22,3,19,80500.0
8.5,59,160,33,8,3,1,72700.0
1.1,69,146,38,1,17,28,10000.0
2.6,44,255,3,14,10,23,10000.0
2.7,98,115,13,5,4,16,31300.0
7.9,4,149,19,18,1,8,53000.0
8.9,6,257,21,22,8,10,47600.0
8.9,47,225,39,9,16,0,52400.0
1.4,52,121,42,30,8,4,85400.0
9.4,30,256,25,21,19,6,40300.0
7.7,1,166,37,12,1,9,59700.0
5.7,82,98,7,5,15,14,10000.0
5.7,27,168,26,2,13,3,19500.0
6.2,18,191,39,20,16,18,36800.0
3.1,22,294,42,25,5,28,54300.0
9.0,49,266,25,19,8,13,57200.0
1.3,12,207,19,24,9,28,15200.0
4.2,31,276,9,18,0,18,35700.0
6.6,9,233,20,13,15,8,17400.0
3.3,66,96,12,27,0,5,73900.0
5.3,5,251,24,8,4,15,25100.0
6.5,62,247,29,5,5,4,54100.0
1.3,62,101,1,13,6,2,27700.0
1.8,80,212,43,1,15,10,32100.0
7.9,76,81,8,17,11,17,33100.0
6.3,63,144,27,13,10,18,40000.0
7.8,97,173,3,11,5,9,45200.0
5.8,40,160,22,10,14,4,28600.0
7.0,52,205,21,25,18,25,27100.0
2.7,49,114,18,0,2,6,28100.0
5.8,77,182,10,7,3,23,26200.0
7.4,71,179,10,11,19,2,22600.0
5.4,82,257,19,0,10,18,16400.0
3.4,11,166,30,24,14,15,33100.0
5.7,54,274,50,12,6,28,55600.0
5.5,83,276,8,18,10,5,45900.0
1.5,72,102,25,30,20,22,32600.0
1.2,43,113,28,29,8,1,69800.0
1.9,50,267,48,28,7,19,75800.0
8.2,50,298,29,18,8,11,60400.0
8.7,14,192,23,28,5,17,59600.0
4.7,98,295,20,14,4,28,43800.0
5.1,74,287,39,8,15,2,51400.0
4.7,68,189,10,0,2,11,24800.0
8.3,97,129,23,29,7,26,72200.0
5.0,79,140,28,13,13,16,39200.0
2.4,61,229,46,22,16,18,52100.0
2.0,5,140,4,17,14,25,10000.0
3.4,47,229,42,30,8,5,86900.0
6.7,51,170,11,15,2,27,31200.0
3.5,20,184,7,14,6,10,19000.0
3.0,46,260,48,7,9,23,37300.0
3.3,7,178,20,8,13,18,10000.0
8.3,17,160,27,28,12,12,54700.0
8.9,89,205,16,21,2,25,63000.0
3.7,48,166,23,14,14,14,23800.0
6.8,7,264,10,1,10,1,10000.0
4.8,47,193,20,23,8,20,42200.0
9.1,45,275,33,30,19,27,44700.0
2.0,11,290,6,23,3,9,32800.0
9.6,10,277,38,29,11,20,61700.0
3.8,53,170,11,2,5,11,16500.0
6.7,59,293,35,15,0,13,75600.0
7.0,4,300,1,2,14,23,10000.0
4.8,25,209,22,11,17,26,10000.0
7.0,35,271,19,12,6,21,28500.0
6.2,37,265,11,22,6,12,43500.0
4.9,39,253,38,0,11,6,31500.0
4.0,15,123,20,2,9,22,10000.0
8.7,52,90,48,21,2,23,85500.0
8.0,70,142,36,24,18,7,66000.0
1.4,34,183,13,9,5,22,10000.0
1.5,19,104,50,6,13,5,36700.0
4.9,18,159,39,21,15,4,51700.0
4.2,18,278,10,10,7,24,10000.0
9.8,61,265,13,19,0,22,57400.0
3.1,64,280,32,22,6,23,55400.0
5.3,56,286,0,23,6,23,26900.0
5.7,45,166,13,23,2,19,49400.0
8.1,9,235,16,5,14,12,10000.0
9.0,99,199,49,11,14,9,76200.0
2.3,25,85,16,18,12,18,13100.0
8.6,74,106,8,9,1,21,37900.0
5.2,29,233,17,26,5,11,54100.0
1.7,96,272,21,13,20,27,10000.0
6.2,46,292,16,7,17,26,10000.0
3.2,15,244,20,13,7,6,30400.0
7.8,40,147,29,28,12,8,66600.0
8.1,42,148,36,23,7,24,61300.0
5.0,49,163,37,26,18,4,60700.0
6.4,57,148,47,29,17,18,68400.0
8.3,96,85,26,19,10,13,66900.0
2.7,18,171,15,22,19,9,11800.0
9.3,47,135,39,7,17,2,46200.0
7.2,2,86,35,18,14,10,39000.0
9.5,68,171,23,20,12,26,42400.0
9.2,27,202,9,12,2,16,33500.0
4.3,29,109,30,15,11,15,32800.0
6.2,78,252,17,7,5,16,37300.0
7.1,32,205,27,19,10,11,48300.0
9.5,67,262,47,21,15,25,62600.0
8.0,67,122,5,16,2,1,60100.0
1.1,7,164,24,23,7,5,43800.0
8.3,42,100,32,16,6,12,61200.0
3.8,87,282,16,4,12,7,24700.0
3.5,21,292,0,3,15,16,10000.0
8.4,9,137,46,5,8,23,34000.0
6.4,26,287,34,0,19,28,10000.0
1.2,2,124,33,11,5,1,41500.0
7.1,48,172,19,8,15,22,10000.0
3.6,44,295,3,27,4,5,50900.0
6.8,52,183,8,15,16,2,25700.0
3.1,73,112,26,8,5,17,39100.0
3.2,99,182,11,24,5,28,45100.0
7.9,72,116,47,22,20,15,62400.0
7.0,20,256,23,6,18,18,10000.0
2.9,19,178,7,0,7,2,10000.0
4.8,52,252,31,21,1,0,85700.0
8.4,31,299,8,21,14,12,25600.0
1.2,75,255,21,1,7,28,10000.0
4.3,95,183,18,6,7,10,40100.0
7.0,94,252,22,7,14,13,33700.0
1.9,26,197,2,2,3,7,10000.0
6.6,51,256,44,5,17,28,18000.0
9.4,49,135,38,28,11,23,68500.0
1.6,40,224,18,1,20,25,10000.0
6.4,29,211,40,15,4,25,51000.0
1.8,42,270,20,18,18,12,15200.0
8.3,76,159,12,21,1,21,59900.0
4.9,86,107,3,8,7,23,13600.0
5.5,25,164,23,24,5,28,39500.0
1.0,4,169,16,18,11,25,10000.0
3.5,21,181,17,17,5,19,26800.0
4.3,41,111,16,5,4,8,28400.0
4.3,65,242,7,1,14,25,10000.0
6.5,98,147,29,10,19,26,22400.0
5.6,9,255,22,16,1,20,37900.0
6.4,64,207,8,18,11,17,28000.0
3.0,14,123,37,21,10,27,31700.0
8.2,80,133,18,0,10,7,31400.0
2.7,79,90,4,6,10,28,10000.0
5.8,11,201,50,1,12,7,35400.0
8.0,99,86,42,3,14,17,47200.0
2.5,7,283,41,19,18,19,21600.0
7.8,13,225,50,11,4,14,64000.0
2.4,90,234,36,11,7,28,42300.0
8.8,12,223,30,30,7,27,55200.0
1.6,62,84,44,30,5,11,89800.0
8.4,17,117,15,26,4,4,63900.0
1.8,82,88,49,25,0,14,100700.0
1.6,18,245,0,19,10,12,10000.0
